Transaction ID,Date,Customer,Item,Amount,Currency,Transaction Type,Payment Method,Status
b0546972-7195-472a-b47e-568669fca8ef,2024-12-14,Customer 56,Item 2,1685.12,CAD,Invoice,Credit Card,Paid
6f1d4722-0090-4224-88da-cc6eee51f990,2023-01-19,Customer 83,Item 48,615.29,AUD,Credit Memo,Check,Pending
24487bc6-bc5d-44d9-97ca-7d35a2ff7d51,2024-12-18,Customer 79,Item 14,465.64,USD,Credit Memo,Bank Transfer,Paid
e1b656da-be0e-4185-b1d3-6efb93e87b36,2023-04-25,Customer 55,Item 33,3267.59,GBP,Refund,Bank Transfer,Refunded
f568474a-5cbc-4f41-8132-0c6a5ec413ff,2023-02-02,Customer 91,Item 14,3345.25,EUR,Invoice,PayPal,Paid
d3e5b492-2b59-49b9-8ed2-9e2069d0e2b9,2024-10-07,Customer 8,Item 15,2624.67,USD,Refund,PayPal,Refunded
14925947-b33e-4c36-9a72-51501d26b083,2023-07-28,Customer 37,Item 17,3277.81,USD,Invoice,Credit Card,Paid
58dfdc0b-58ed-4a3c-823f-3860095cecd4,2024-12-25,Customer 94,Item 7,2260.06,USD,Credit Memo,PayPal,Paid
7849f85b-557a-4662-89b7-72bcc6d4976f,2024-01-10,Customer 24,Item 16,322.41,EUR,Invoice,Credit Card,Paid
1845ee32-a4fb-40d3-8b6c-97f55893b379,2024-02-22,Customer 47,Item 4,1123.18,EUR,Invoice,Check,Paid
c5d22d0b-05b8-4d54-b1ca-0db950e3bb9d,2024-03-21,Customer 6,Item 38,3144.33,USD,Invoice,Credit Card,Paid
d188c4e6-b555-43b7-8fba-da3a9d9788a0,2023-11-02,Customer 77,Item 27,4114.65,CAD,Refund,Bank Transfer,Refunded
93b4c1d1-93a0-4426-964c-b31127c381c2,2023-06-29,Customer 19,Item 15,2684.1,GBP,Credit Memo,Credit Card,Paid
1f1cc987-c16b-4d18-9512-2c3a82d53658,2023-08-02,Customer 87,Item 38,3676.64,USD,Invoice,Bank Transfer,Paid
54fb0c55-7db6-4ffa-89d7-4485da463c39,2024-12-14,Customer 2,Item 6,2325.57,GBP,Invoice,Bank Transfer,Paid
9df0513c-4cf9-454d-b066-d0394e8da5b2,2024-10-12,Customer 84,Item 13,2518.27,GBP,Credit Memo,Bank Transfer,Cancelled
34211fe2-10e4-474a-aa8c-dd7cb39b7a0e,2024-11-08,Customer 51,Item 49,1136.29,GBP,Refund,PayPal,Refunded
6a54b0e4-a4ee-4847-8dad-79b007fc2243,2024-11-29,Customer 40,Item 38,4718.77,AUD,Credit Memo,PayPal,Refunded
68a965dd-d3a3-4751-8d7a-6fe5abfabd30,2023-08-10,Customer 17,Item 43,1515.47,GBP,Invoice,PayPal,Paid
9aa91470-7124-492f-a7e3-a49374020d93,2023-08-03,Customer 2,Item 39,742.76,EUR,Invoice,Credit Card,Paid
15c2708a-0792-4889-9ccc-2580addb2079,2024-09-07,Customer 46,Item 6,2924.01,GBP,Invoice,Credit Card,Paid
63b4dc47-71e3-4a32-83ca-61a4fd89f422,2024-05-29,Customer 92,Item 2,977.9,GBP,Invoice,Check,Paid
42205f7d-3489-43e2-929f-04f921079785,2024-06-13,Customer 8,Item 21,866.22,USD,Credit Memo,Bank Transfer,Paid
299855eb-0981-4cba-8882-34bb2c67322e,2023-03-01,Customer 18,Item 25,4360.47,GBP,Credit Memo,PayPal,Pending
e984d860-4d3f-49c9-b762-74b4ebf9d55a,2023-02-27,Customer 14,Item 36,3281.54,GBP,Refund,Check,Refunded
4a5634ef-cc3d-4c94-8499-a73af2ab5441,2023-07-28,Customer 97,Item 36,4122.02,AUD,Credit Memo,PayPal,Paid
89f5f641-1f81-49c4-ad7e-1ce459859379,2023-11-07,Customer 80,Item 22,3601.33,CAD,Invoice,Credit Card,Paid
7299ad38-dca7-423f-8560-431e70d921bb,2023-08-24,Customer 91,Item 24,2773.09,EUR,Invoice,Check,Paid
9108bd62-ea30-4da0-9792-0fff5e9946c8,2024-11-08,Customer 21,Item 14,1403.48,EUR,Credit Memo,Bank Transfer,Cancelled
37922bda-0026-4fcd-9640-cb61da8733e9,2024-03-04,Customer 5,Item 41,2358.63,GBP,Credit Memo,Bank Transfer,Paid
045d7bbc-d83c-4c7f-bda5-907fee66974b,2023-11-14,Customer 90,Item 4,824.78,GBP,Invoice,Check,Paid
c18c7b99-e5ec-48ea-bccc-cb4f07efca9e,2023-07-25,Customer 54,Item 30,360.86,CAD,Invoice,Credit Card,Paid
6c748904-2edc-4033-a0d2-3c66059912b8,2024-06-22,Customer 10,Item 39,3052.68,AUD,Refund,Bank Transfer,Refunded
46dca69d-41bc-4f84-808e-f7d188613411,2023-11-12,Customer 23,Item 8,1199.05,USD,Invoice,PayPal,Paid
e7c7dad5-cf22-40c7-ab54-c22446053948,2023-08-17,Customer 95,Item 33,520.21,GBP,Refund,Credit Card,Refunded
0cec32fc-693f-476d-a0a9-bc6beded8f9a,2023-05-21,Customer 78,Item 4,2179.47,CAD,Invoice,Check,Paid
8f94b378-9707-44f6-8eeb-735b7613fbc6,2023-01-06,Customer 4,Item 16,1539.12,EUR,Invoice,Credit Card,Paid
1133ab1f-cbb9-4cba-93e2-1ac9ff80f702,2024-04-23,Customer 78,Item 17,245.33,USD,Invoice,PayPal,Paid
ac2a1bf8-f06a-47be-aa3b-bd2815c19bad,2024-02-26,Customer 48,Item 34,1768.01,USD,Invoice,Check,Paid
c6f29eaf-e115-464c-88f6-8fc12b1553b4,2023-10-17,Customer 37,Item 46,3896.0,USD,Invoice,Credit Card,Paid
c14fd8b3-da0c-47a2-8cbc-d11985a10c0a,2024-11-18,Customer 30,Item 3,3475.95,EUR,Refund,Bank Transfer,Refunded
c58c8ce1-e2f9-4fc7-abe3-636f38fd56a2,2023-09-27,Customer 85,Item 5,4457.6,GBP,Invoice,Credit Card,Paid
ab1a4ed4-be50-48db-8ee9-2daecb432478,2023-04-24,Customer 87,Item 48,3683.9,AUD,Invoice,Credit Card,Paid
04ef6ac5-f3c7-4b4a-8724-0fc1e295194e,2023-08-10,Customer 50,Item 30,3543.24,GBP,Credit Memo,Check,Refunded
5339443a-28f1-4c84-9038-c7c6d9f56d36,2023-03-08,Customer 59,Item 35,2671.28,AUD,Credit Memo,Credit Card,Refunded
18f96c76-6ad6-431a-9855-51e1193d1a2e,2023-05-15,Customer 81,Item 7,2597.73,GBP,Invoice,Credit Card,Paid
4b2c8320-0967-4a76-9dba-d87559c74ef3,2024-05-30,Customer 63,Item 40,4573.89,CAD,Invoice,Bank Transfer,Paid
b4a2047b-afee-4bb9-a5a3-6223f74a7bd4,2023-06-25,Customer 81,Item 41,4641.28,GBP,Invoice,Bank Transfer,Paid
cd5baf93-384e-4a46-af1f-ce5334579d4d,2023-05-13,Customer 15,Item 29,1865.78,AUD,Invoice,Credit Card,Paid
90022e0d-268e-45f9-b772-8f2afe17f501,2023-12-18,Customer 41,Item 7,3380.28,EUR,Refund,Bank Transfer,Refunded
e1548ae7-9539-41d7-ab20-47f2f8c928a0,2024-12-27,Customer 48,Item 28,2321.23,AUD,Invoice,Credit Card,Paid
d88deaec-e84c-4334-8021-2c92ee656908,2023-06-25,Customer 94,Item 36,2018.11,AUD,Invoice,PayPal,Paid
c2629879-9509-489d-97ea-4713f3709066,2023-02-08,Customer 12,Item 12,264.44,EUR,Invoice,Check,Paid
9c85a167-729b-4dca-8941-ed5c410211df,2024-06-25,Customer 62,Item 40,4896.28,GBP,Invoice,Bank Transfer,Paid
3eade5de-f0d6-444f-b3fa-d63c285ffddb,2023-03-18,Customer 36,Item 37,2745.82,USD,Refund,PayPal,Refunded
14f8feb9-4311-4890-b387-706ff39315e9,2024-07-10,Customer 100,Item 19,1885.8,CAD,Refund,Bank Transfer,Refunded
c4c96dd6-4c50-4361-8fbd-b79ad8f710ef,2024-01-31,Customer 44,Item 47,2356.07,EUR,Invoice,PayPal,Paid
733de9c4-7a85-4a98-a83c-afb1b05319c5,2023-02-02,Customer 73,Item 22,3303.86,EUR,Invoice,Bank Transfer,Paid
ce2546af-f878-440d-bba9-a88df6be65cc,2024-09-02,Customer 83,Item 39,372.72,EUR,Invoice,Check,Paid
c873de50-e637-4b70-ae3f-b0ad250d78ec,2024-06-11,Customer 46,Item 42,2518.04,EUR,Credit Memo,Bank Transfer,Cancelled
837c438c-cea1-4cc5-b8fe-f7034ad9c7b4,2024-04-11,Customer 24,Item 26,4396.2,CAD,Invoice,PayPal,Paid
56ce2ad7-0ef5-4826-a841-f2c4b371a7e1,2024-12-13,Customer 11,Item 35,719.59,GBP,Invoice,PayPal,Paid
357018eb-5588-45c9-b0d0-368933d686dc,2024-02-10,Customer 86,Item 41,3932.68,GBP,Invoice,Check,Paid
2fb57245-df98-415d-9182-6e424aef53ab,2024-06-18,Customer 19,Item 22,4954.75,CAD,Credit Memo,Credit Card,Cancelled
097fb03f-3fdd-41a4-93ba-f0a73a792d37,2023-08-28,Customer 71,Item 39,3613.38,GBP,Invoice,Bank Transfer,Paid
9dedc1a5-38bc-4e85-9e8c-79725250561e,2024-05-23,Customer 23,Item 11,222.47,GBP,Credit Memo,Check,Pending
9b79d9f7-5bd4-425e-9b92-b770fc363f4d,2023-03-06,Customer 28,Item 4,3554.16,EUR,Refund,Bank Transfer,Refunded
2d590b99-cf9e-4dfa-932a-8aa04d48eb7a,2024-01-05,Customer 59,Item 10,752.85,EUR,Invoice,PayPal,Paid
eee7a607-71ed-49ee-986c-78f92d5e1235,2024-11-25,Customer 62,Item 42,1755.88,AUD,Invoice,Credit Card,Paid
df99312e-b048-4a48-9232-7f46dac48c18,2024-03-08,Customer 98,Item 2,2769.16,EUR,Invoice,Credit Card,Paid
19b79760-a432-4d42-ba1b-c0027d0526fe,2023-01-21,Customer 20,Item 42,632.52,AUD,Invoice,Check,Paid
c2801475-5f5d-445e-b08b-782bf30d0ad0,2024-02-26,Customer 3,Item 5,2698.94,AUD,Refund,Check,Refunded
beade2c6-db29-4596-b985-abe3bee33ee7,2024-09-29,Customer 28,Item 20,2870.1,EUR,Invoice,PayPal,Paid
d1e5b216-1404-4d1b-a2ae-06ce0d760510,2024-12-11,Customer 26,Item 22,239.14,USD,Credit Memo,PayPal,Paid
d420eb9c-d0ee-4a0b-a5fb-cc24887aff43,2024-04-25,Customer 78,Item 8,100.37,AUD,Credit Memo,Credit Card,Pending
c631b0bc-2254-44b5-84be-9297fe648a24,2024-05-14,Customer 93,Item 23,3399.77,GBP,Invoice,PayPal,Paid
10122896-710d-4f4a-8adf-d5c890895199,2024-01-04,Customer 97,Item 34,3636.33,EUR,Invoice,Check,Paid
c8706cec-dd87-4cac-aa76-52a7fb9e176d,2023-05-07,Customer 41,Item 24,1876.67,CAD,Invoice,Check,Paid
38bcbd11-e7c2-4bae-81d5-0909a1dc940f,2024-05-17,Customer 15,Item 32,44.8,EUR,Invoice,PayPal,Paid
91a6e454-16a6-4e5e-9000-a970a4faad95,2024-11-05,Customer 91,Item 4,3310.2,EUR,Invoice,Bank Transfer,Paid
c0869979-ed91-4cdd-b647-458894f69a38,2024-01-12,Customer 64,Item 39,3568.9,USD,Refund,Bank Transfer,Refunded
632f8164-5765-43bd-900b-0406efd3e110,2024-08-24,Customer 15,Item 48,3332.85,AUD,Refund,Credit Card,Refunded
d5ea7bf8-4ed8-4741-9304-1128b38d3416,2024-02-11,Customer 86,Item 23,4613.26,EUR,Refund,Credit Card,Refunded
4ad0ba6c-0345-4a01-950c-b69423597928,2024-04-11,Customer 47,Item 22,4107.56,CAD,Refund,Credit Card,Refunded
1f514328-9aff-4f3c-b0ec-9adece311589,2024-12-01,Customer 18,Item 49,2953.47,GBP,Refund,Credit Card,Refunded
408c6c9a-a88e-4ee0-bf0a-d30906d8c092,2023-02-03,Customer 57,Item 18,3648.82,CAD,Invoice,Bank Transfer,Paid
bfe00ffc-d1a8-461d-afa3-b946d78992bd,2023-04-18,Customer 81,Item 42,3620.72,CAD,Invoice,Credit Card,Paid
fb699e45-c2f8-43fb-81e0-25ce9d86fb0d,2024-01-28,Customer 90,Item 43,2258.57,EUR,Invoice,Check,Paid
1ea00539-8ffb-4bd5-a4ba-a0b4b13e5a54,2023-06-01,Customer 60,Item 36,2819.93,GBP,Invoice,Bank Transfer,Paid
c3db083a-9fa6-476e-8177-4fbbb8cb3931,2024-10-13,Customer 5,Item 14,2670.73,CAD,Invoice,Credit Card,Paid
26331749-669f-4929-aa95-c5e9d7b7c69b,2023-01-08,Customer 51,Item 43,453.8,EUR,Invoice,Bank Transfer,Paid
419ee606-c78f-4e04-aaeb-9b53e7e9a7dd,2023-06-16,Customer 11,Item 37,1927.11,AUD,Invoice,Credit Card,Paid
928fae08-b0be-41bf-819e-72bb94f99272,2024-01-16,Customer 81,Item 11,1853.77,CAD,Refund,Credit Card,Refunded
e14c0abb-3ed6-4fec-9865-a7d7346ca326,2024-11-01,Customer 73,Item 45,1268.79,AUD,Refund,PayPal,Refunded
e46e0426-2e23-4417-b6ff-cd918efc1408,2024-07-13,Customer 4,Item 50,667.25,GBP,Invoice,Credit Card,Paid
95e00d7a-44a0-4d4b-a8df-99b04e6313b7,2023-11-13,Customer 94,Item 46,3517.62,GBP,Invoice,Check,Paid
cfed2efb-4ab6-46bb-8eef-d57428705e29,2024-04-12,Customer 72,Item 8,1189.97,AUD,Invoice,Credit Card,Paid
2d88d501-fab7-4750-ab1a-569cb6988b5b,2023-03-15,Customer 1,Item 44,1045.24,EUR,Credit Memo,PayPal,Refunded
1964f74a-1571-4d40-b73c-8837a62434cb,2023-11-22,Customer 63,Item 25,2629.98,GBP,Credit Memo,Check,Cancelled
c2d320ad-6718-4ed0-b34e-6145e9dea2fb,2023-09-05,Customer 16,Item 38,4005.27,USD,Invoice,PayPal,Paid
f99349a9-a676-418d-85db-01481a893ea5,2023-02-19,Customer 12,Item 50,4194.31,CAD,Credit Memo,Credit Card,Cancelled
88f74c8b-102a-4207-91a6-959257b0afe2,2023-08-12,Customer 40,Item 24,2821.49,AUD,Invoice,PayPal,Paid
8df5645b-0c0e-4e7f-b879-92758bc9de05,2023-01-25,Customer 20,Item 4,4992.87,USD,Invoice,Bank Transfer,Paid
c9f5d118-4797-48da-b512-e62309bbc82f,2024-12-16,Customer 77,Item 20,3135.09,CAD,Credit Memo,Credit Card,Refunded
f53b483c-73cf-4d74-9a0b-65bd8ae00cde,2024-04-15,Customer 65,Item 7,1192.02,CAD,Invoice,Bank Transfer,Paid
1b38ea19-181c-4c19-8808-fcc51a82a38b,2023-05-01,Customer 38,Item 49,1678.04,EUR,Refund,Check,Refunded
4766892a-534e-4bb3-9b1b-89a30fc4a583,2024-02-06,Customer 49,Item 47,2671.24,GBP,Credit Memo,PayPal,Cancelled
a4c56689-c7be-48cc-9dfe-467061df2eed,2024-11-27,Customer 20,Item 18,142.53,EUR,Invoice,Bank Transfer,Paid
8caeae11-1903-41c6-bed1-9ea3a02f21fb,2023-05-26,Customer 89,Item 50,4910.7,CAD,Invoice,Bank Transfer,Paid
711bd927-f125-4707-97cb-1e13e713199c,2023-05-22,Customer 8,Item 35,556.97,USD,Credit Memo,PayPal,Paid
cbf58e2d-c47a-4294-af5d-2104381e088d,2024-09-25,Customer 85,Item 24,1270.75,USD,Credit Memo,PayPal,Refunded
1501d317-dbff-478c-b2c0-c181d4d24d8b,2023-11-19,Customer 24,Item 25,1980.65,AUD,Refund,Credit Card,Refunded
719ff248-cbef-4d74-bbc0-aa32522a9c2b,2023-08-12,Customer 99,Item 21,1859.35,AUD,Invoice,Bank Transfer,Paid
ad6284d4-0b69-429f-9199-27f95e408e7c,2024-12-13,Customer 14,Item 8,326.5,USD,Invoice,Bank Transfer,Paid
37d845f7-fea9-4b4c-b40c-d17edcfea0cb,2023-08-14,Customer 39,Item 27,3944.65,USD,Refund,Bank Transfer,Refunded
1198229d-124a-44a7-a771-9f0a40f53412,2023-11-30,Customer 79,Item 50,2902.08,AUD,Invoice,Check,Paid
103a5f8c-6628-41a5-b56a-662848ca63ad,2024-07-29,Customer 30,Item 23,2943.1,EUR,Invoice,Check,Paid
e95e1d72-64a8-4676-aa28-4c81cb8b5d27,2024-05-17,Customer 38,Item 18,4176.14,GBP,Invoice,PayPal,Paid
87e565b1-f774-48d4-baa8-bf3875b1e62c,2023-05-14,Customer 72,Item 47,4972.93,CAD,Invoice,Bank Transfer,Paid
e3000cfa-e504-4f23-95ec-af1a119e7707,2024-06-20,Customer 5,Item 8,3526.59,USD,Credit Memo,PayPal,Cancelled
b058046c-cd93-472d-b224-f69808369446,2023-02-21,Customer 55,Item 42,935.38,USD,Invoice,Check,Paid
7fb9d865-92b5-425f-92f7-19f1fc87ccd0,2024-05-24,Customer 2,Item 33,1226.72,EUR,Invoice,Bank Transfer,Paid
1040287e-032e-4408-a349-9fe7713bc853,2023-02-05,Customer 77,Item 30,1120.71,AUD,Refund,Credit Card,Refunded
72405035-1f0f-4198-a802-95f52ce3bc53,2024-03-13,Customer 34,Item 34,458.15,USD,Invoice,Bank Transfer,Paid
b1be627c-26a3-467f-bb38-e7fe067400b8,2023-09-11,Customer 14,Item 46,4689.66,GBP,Invoice,Check,Paid
17f16ad6-b743-4303-ad75-5f40e68f453a,2023-05-19,Customer 24,Item 33,1656.9,USD,Invoice,PayPal,Paid
410d6734-8116-4dd4-bb21-193e5cc2a42c,2024-09-19,Customer 96,Item 22,4016.49,EUR,Invoice,PayPal,Paid
5974bb99-e183-4f68-b042-e6357b538b82,2024-03-30,Customer 33,Item 3,3720.65,GBP,Invoice,Check,Paid
581e9378-ba18-4e14-ab0a-341891d96ab3,2023-02-23,Customer 96,Item 8,803.18,USD,Refund,Bank Transfer,Refunded
c22d0943-a9a1-4f0a-b56a-032b6846e08f,2023-12-23,Customer 39,Item 42,3720.95,AUD,Refund,Check,Refunded
62440e1b-fa08-4eda-94c5-5ae2686bde86,2023-05-31,Customer 3,Item 11,880.47,GBP,Refund,PayPal,Refunded
105679d6-2cff-484f-a50a-0b26cce0c8c9,2024-10-17,Customer 99,Item 38,4915.91,AUD,Invoice,Bank Transfer,Paid
9d7779ef-772d-418b-9508-df3d18b6853a,2024-12-20,Customer 7,Item 2,3819.36,AUD,Invoice,PayPal,Paid
ec648c12-06c7-4107-be42-916fdb3bf800,2023-02-02,Customer 95,Item 45,2930.3,CAD,Invoice,Check,Paid
5bc7f0a6-318b-44bb-bd70-6001874dd67b,2023-02-09,Customer 34,Item 41,3820.16,CAD,Invoice,Check,Paid
67188d69-e8f3-42ae-82aa-7745845c6578,2023-01-31,Customer 4,Item 1,4586.49,GBP,Invoice,PayPal,Paid
f14bc1f7-98ce-43f9-b44f-4ec4bd8da297,2024-06-07,Customer 20,Item 44,3735.25,USD,Refund,Credit Card,Refunded
0d05cadb-35de-4bc0-80e0-d486f9a5b0d6,2024-09-03,Customer 31,Item 28,3795.07,EUR,Invoice,Credit Card,Paid
285df356-0193-4fed-a2a9-09784a6c3156,2023-03-04,Customer 41,Item 21,3795.25,USD,Credit Memo,PayPal,Cancelled
f21bc624-0a31-4c28-91b1-5474319d244a,2024-01-05,Customer 43,Item 29,33.29,EUR,Invoice,PayPal,Paid
94ce6b0a-ae02-4647-8784-fb6f667a614c,2024-09-01,Customer 90,Item 42,3667.4,GBP,Refund,Check,Refunded
b082d009-242b-4084-9227-1f30dc14500c,2024-02-14,Customer 90,Item 16,4706.35,GBP,Invoice,PayPal,Paid
24f36905-1a85-436f-af1a-3d37f8b5ae94,2023-03-07,Customer 72,Item 39,438.21,GBP,Invoice,PayPal,Paid
8db876da-ac3a-4d91-a718-846f16024061,2024-08-07,Customer 50,Item 30,2123.45,USD,Invoice,Credit Card,Paid
7232b46f-7b04-44bb-a963-6de756dcc5a0,2024-03-17,Customer 34,Item 35,1330.24,CAD,Refund,PayPal,Refunded
06e2bfe7-c1e6-4715-b611-e583ca2c28d6,2023-09-29,Customer 71,Item 41,3807.08,AUD,Invoice,Check,Paid
0af614e9-f02b-4884-ac9d-5cb511ad0d73,2023-03-30,Customer 67,Item 45,3822.24,AUD,Credit Memo,Credit Card,Pending
fa7af724-7f7f-428a-8ccf-7850fa2a2123,2023-12-19,Customer 96,Item 1,907.1,CAD,Credit Memo,PayPal,Pending
f5ba096d-81ad-4925-a970-ef2e7510dfb8,2024-06-09,Customer 77,Item 5,4156.1,CAD,Refund,Check,Refunded
14ae8b1e-530e-4358-a58b-30f0dbac3cc9,2024-09-23,Customer 71,Item 29,1385.23,EUR,Invoice,PayPal,Paid
f8697ee9-a681-4005-bb33-e81aaa9e244a,2024-03-18,Customer 38,Item 7,219.37,EUR,Invoice,Check,Paid
70a035db-1e8e-4f7a-b818-f985d85493d1,2024-09-11,Customer 79,Item 40,3027.54,EUR,Refund,Credit Card,Refunded
8baba1cf-22d9-4f1b-ab92-71f59cb6e3de,2024-02-07,Customer 62,Item 28,2917.45,USD,Invoice,Check,Paid
26bf0605-3bf4-4a8c-86ff-c94bd3b8139c,2023-07-20,Customer 4,Item 15,4544.56,CAD,Refund,PayPal,Refunded
66acee3d-6cec-48cb-af0a-1cfb26b1bacf,2023-07-03,Customer 17,Item 4,843.62,CAD,Refund,Check,Refunded
daa4b0cd-431c-4b05-818f-b1d44fd8bcce,2023-05-18,Customer 14,Item 1,2869.69,USD,Invoice,PayPal,Paid
8e129ebd-0b0b-4273-a622-95dfd0a71c94,2024-05-11,Customer 93,Item 30,2158.05,GBP,Invoice,Bank Transfer,Paid
192892b7-aa41-4ddb-9ace-86f74a5a394f,2023-08-19,Customer 99,Item 32,1038.24,USD,Credit Memo,Bank Transfer,Cancelled
95331f7b-08b4-49d9-8da0-20e86f17ab95,2023-07-17,Customer 83,Item 45,2015.28,GBP,Invoice,Check,Paid
c6d9ff20-879d-4111-ad51-c548f44bd8fd,2023-03-13,Customer 46,Item 48,4559.92,EUR,Invoice,Check,Paid
e2a51498-c979-4e3e-8145-dbae51cbd28d,2024-03-27,Customer 45,Item 7,4212.51,GBP,Invoice,Credit Card,Paid
646324bf-d2ce-4a6e-8456-a93b34584ac8,2024-03-04,Customer 58,Item 14,1164.27,AUD,Invoice,PayPal,Paid
db901cdd-fd3c-4fe9-9fa6-e92278bd0db7,2023-04-21,Customer 88,Item 38,231.48,USD,Refund,Bank Transfer,Refunded
ac0a6dac-11c8-497b-8808-4550bf825e39,2024-08-15,Customer 17,Item 42,4284.21,CAD,Invoice,Credit Card,Paid
857bb521-2204-4282-a978-fb28e91036d4,2024-01-01,Customer 56,Item 12,3503.03,GBP,Credit Memo,Check,Cancelled
2bd0f1c9-4dbf-443a-b17f-b1582847c959,2024-11-11,Customer 88,Item 40,2397.84,AUD,Invoice,Check,Paid
0fd5d475-200d-45bc-b975-a5ea9926703d,2023-11-17,Customer 57,Item 4,3325.75,GBP,Refund,Bank Transfer,Refunded
3848935d-127c-48b5-aadb-42cf90d16095,2024-05-19,Customer 99,Item 46,4457.16,AUD,Invoice,PayPal,Paid
a2133fe8-ca0c-4753-9496-4e94be0f2b28,2024-10-30,Customer 17,Item 22,2658.58,USD,Invoice,Bank Transfer,Paid
1277e16c-2114-4e2a-94f9-d62bcf65ba29,2023-01-02,Customer 63,Item 45,3052.11,GBP,Invoice,Credit Card,Paid
cc129b24-53f7-4b05-bfe2-1bd54d726e95,2023-10-06,Customer 33,Item 40,1047.91,CAD,Credit Memo,PayPal,Refunded
1ce78f31-b53c-45ba-8972-1c10addbd79f,2024-08-17,Customer 23,Item 28,4883.14,EUR,Credit Memo,Bank Transfer,Refunded
d5057a3a-adae-4cfe-90b6-072f2e9ba180,2024-10-19,Customer 58,Item 11,4395.57,CAD,Credit Memo,Bank Transfer,Pending
9560b76f-d38d-4e59-ae45-9ee6baa5bb98,2024-02-06,Customer 65,Item 22,4116.07,EUR,Credit Memo,Check,Paid
